Zip Code,City,County,Type
79453,Lubbock,Lubbock,P.O. Box
79457,Lubbock,Lubbock,Unique
79464,Lubbock,Lubbock,P.O. Box
79490,Lubbock,Lubbock,P.O. Box
79491,Lubbock,Lubbock,Unique
79493,Lubbock,Lubbock,P.O. Box
79499,Lubbock,Lubbock,P.O. Box
79501,Anson,Jones,Standard
79502,Aspermont,Stonewall,Standard
79503,Avoca,Jones,Standard
79504,Baird,Callahan,Standard
79505,Benjamin,Knox,Standard
79506,Blackwell,Nolan,Standard
79508,Buffalo Gap,Taylor,Standard
79510,Clyde,Callahan,Standard
79511,Coahoma,Howard,Standard
79512,Colorado City,Mitchell,Standard
79516,Dunn,Scurry,P.O. Box
79517,Fluvanna,Scurry,Standard
79518,Girard,Kent,Standard
79519,Goldsboro,Coleman,Standard
79520,Hamlin,Jones,Standard
79521,Haskell,Haskell,Standard
79525,Hawley,Jones,Standard
79526,Hermleigh,Scurry,Standard
79527,Ira,Scurry,Standard
79528,Jayton,Kent,Standard
79529,Knox City,Knox,Standard
79530,Lawn,Taylor,Standard
79532,Loraine,Mitchell,Standard
79533,Lueders,Jones,Standard
79534,Mc Caulley,Fisher,Standard
79535,Maryneal,Nolan,Standard
79536,Merkel,Taylor,Standard
79537,Nolan,Nolan,Standard
79538,Novice,Coleman,Standard
79539,O Brien,Haskell,Standard
79540,Old Glory,Stonewall,Standard
79541,Ovalo,Taylor,Standard
79543,Roby,Fisher,Standard
79544,Rochester,Haskell,Standard
79545,Roscoe,Nolan,Standard
79546,Rotan,Fisher,Standard
79547,Rule,Haskell,Standard
79548,Rule,Haskell,Standard
79549,Snyder,Scurry,Standard
79550,Snyder,Scurry,P.O. Box
79553,Stamford,Jones,Standard
79556,Sweetwater,Nolan,Standard
79560,Sylvester,Fisher,Standard
79561,Trent,Taylor,Standard
79562,Tuscola,Taylor,Standard
79563,Tye,Taylor,Standard
79565,Westbrook,Mitchell,Standard
79566,Wingate,Runnels,Standard
79567,Winters,Runnels,Standard
79601,Abilene,Taylor,Standard
79602,Abilene,Taylor,Standard
79603,Abilene,Taylor,Standard
79604,Abilene,Taylor,P.O. Box
79605,Abilene,Taylor,Standard
79606,Abilene,Taylor,Standard
79607,Dyess AFB,Taylor,Standard
79608,Abilene,Taylor,P.O. Box
79697,Abilene,Taylor,Unique
79698,Abilene,Taylor,Unique
79699,Abilene,Taylor,Unique
79701,Midland,Midland,Standard
79702,Midland,Midland,P.O. Box
79703,Midland,Midland,Standard
79704,Midland,Midland,P.O. Box
79705,Midland,Midland,Standard
79706,Midland,Midland,Standard
79707,Midland,Midland,Standard
79708,Midland,Midland,P.O. Box
79710,Midland,Midland,P.O. Box
79711,Midland,Midland,P.O. Box
79712,Midland,Midland,Standard
79713,Ackerly,Martin,Standard
79714,Andrews,Andrews,Standard
79718,Balmorhea,Reeves,Standard
79719,Barstow,Ward,P.O. Box
79720,Big Spring,Howard,Standard
79721,Big Spring,Howard,P.O. Box
79730,Coyanosa,Pecos,P.O. Box
79731,Crane,Crane,Standard
79733,Forsan,Howard,P.O. Box
79734,Fort Davis,Jeff Davis,Standard
79735,Fort Stockton,Pecos,Standard
79738,Gail,Borden,Standard
79739,Garden City,Glasscock,Standard
79740,Girvin,Pecos,Standard
79741,Goldsmith,Ector,Standard
79742,Grandfalls,Ward,P.O. Box
79743,Imperial,Pecos,P.O. Box
79744,Iraan,Pecos,P.O. Box
79745,Kermit,Winkler,Standard
79748,Knott,Howard,Standard
79749,Lenorah,Martin,Standard
79752,Mc Camey,Upton,Standard
79754,Mentone,Loving,P.O. Box
79755,Midkiff,Upton,Standard
79756,Monahans,Ward,Standard
79758,Gardendale,Ector,Standard
79759,Notrees,Ector,P.O. Box
79760,Odessa,Ector,P.O. Box
79761,Odessa,Ector,Standard
79762,Odessa,Ector,Standard
79763,Odessa,Ector,Standard
79764,Odessa,Ector,Standard
79765,Odessa,Ector,Standard
79766,Odessa,Ector,Standard
79768,Odessa,Ector,P.O. Box
79769,Odessa,Ector,P.O. Box
79770,Orla,Reeves,P.O. Box
79772,Pecos,Reeves,Standard
79776,Penwell,Ector,P.O. Box
79777,Pyote,Ward,P.O. Box
79778,Rankin,Upton,P.O. Box
79780,Saragosa,Reeves,P.O. Box
79781,Sheffield,Pecos,P.O. Box
79782,Stanton,Martin,Standard
79783,Tarzan,Martin,Standard
79785,Toyah,Reeves,P.O. Box
79786,Toyahvale,Reeves,P.O. Box
79788,Wickett,Ward,P.O. Box
79789,Wink,Winkler,P.O. Box
79821,Anthony,El Paso,Standard
79830,Alpine,Brewster,Standard
79831,Alpine,Brewster,P.O. Box
79832,Alpine,Brewster,Unique
79834,Big Bend National Park,Brewster,P.O. Box
79835,Canutillo,El Paso,Standard
79836,Clint,El Paso,Standard
79837,Dell City,Hudspeth,P.O. Box
79838,Fabens,El Paso,P.O. Box
79839,Fort Hancock,Hudspeth,Standard
79842,Marathon,Brewster,P.O. Box
79843,Marfa,Presidio,Standard
79845,Presidio,Presidio,P.O. Box
79846,Redford,Presidio,P.O. Box
79847,Salt Flat,Hudspeth,Standard
79848,Sanderson,Terrell,P.O. Box
79849,San Elizario,El Paso,Standard
79851,Sierra Blanca,Hudspeth,P.O. Box
79852,Terlingua,Brewster,Standard
79853,Tornillo,El Paso,P.O. Box
79854,Valentine,Presidio,Standard
79855,Van Horn,Culberson,P.O. Box
79901,El Paso,El Paso,Standard
79902,El Paso,El Paso,Standard
79903,El Paso,El Paso,Standard
79904,El Paso,El Paso,Standard
79905,El Paso,El Paso,Standard
79906,El Paso,El Paso,Standard
79907,El Paso,El Paso,Standard
79908,El Paso,El Paso,Standard
79910,El Paso,El Paso,Standard
79911,El Paso,El Paso,Standard
79912,El Paso,El Paso,Standard
79913,El Paso,El Paso,P.O. Box
79914,El Paso,El Paso,P.O. Box
79915,El Paso,El Paso,Standard
79916,Fort Bliss,El Paso,Standard
79917,El Paso,El Paso,P.O. Box
79918,Fort Bliss,El Paso,Standard
79920,El Paso,El Paso,P.O. Box
79922,El Paso,El Paso,Standard
79923,El Paso,El Paso,P.O. Box
79924,El Paso,El Paso,Standard
79925,El Paso,El Paso,Standard
79926,El Paso,El Paso,P.O. Box
79927,El Paso,El Paso,Standard
79928,El Paso,El Paso,Standard
79929,El Paso,El Paso,P.O. Box
79930,El Paso,El Paso,Standard
79931,El Paso,El Paso,P.O. Box
79932,El Paso,El Paso,Standard
79934,El Paso,El Paso,Standard
79935,El Paso,El Paso,Standard
79936,El Paso,El Paso,Standard
79937,El Paso,El Paso,P.O. Box
79938,El Paso,El Paso,Standard
79940,El Paso,El Paso,P.O. Box
79941,El Paso,El Paso,P.O. Box
79942,El Paso,El Paso,P.O. Box
79943,El Paso,El Paso,P.O. Box
79944,El Paso,El Paso,P.O. Box
79945,El Paso,El Paso,P.O. Box
79946,El Paso,El Paso,P.O. Box
79947,El Paso,El Paso,P.O. Box
79948,El Paso,El Paso,P.O. Box
79949,El Paso,El Paso,P.O. Box
79950,El Paso,El Paso,P.O. Box
79951,El Paso,El Paso,P.O. Box
79952,El Paso,El Paso,P.O. Box
79953,El Paso,El Paso,P.O. Box
79954,El Paso,El Paso,P.O. Box
79955,El Paso,El Paso,P.O. Box
79958,El Paso,El Paso,Unique
79960,El Paso,El Paso,Unique
79961,El Paso,El Paso,Unique
79968,El Paso,El Paso,Unique
79976,El Paso,El Paso,Unique
79978,El Paso,El Paso,Unique
79980,El Paso,El Paso,Unique
79995,El Paso,El Paso,P.O. Box
79996,El Paso,El Paso,P.O. Box
79997,El Paso,El Paso,P.O. Box
79998,El Paso,El Paso,P.O. Box
79999,El Paso,El Paso,P.O. Box
88510,El Paso,El Paso,P.O. Box
88511,El Paso,El Paso,P.O. Box
88512,El Paso,El Paso,P.O. Box
88513,El Paso,El Paso,P.O. Box
88514,El Paso,El Paso,P.O. Box
88515,El Paso,El Paso,P.O. Box
88517,El Paso,El Paso,P.O. Box
88518,El Paso,El Paso,P.O. Box
88519,El Paso,El Paso,P.O. Box
88520,El Paso,El Paso,P.O. Box
88521,El Paso,El Paso,P.O. Box
88523,El Paso,El Paso,P.O. Box
88524,El Paso,El Paso,P.O. Box
88525,El Paso,El Paso,P.O. Box
88526,El Paso,El Paso,P.O. Box
88527,El Paso,El Paso,P.O. Box
88528,El Paso,El Paso,P.O. Box
88529,El Paso,El Paso,P.O. Box
88530,El Paso,El Paso,P.O. Box
88531,El Paso,El Paso,P.O. Box
88532,El Paso,El Paso,P.O. Box
88533,El Paso,El Paso,P.O. Box
88534,El Paso,El Paso,P.O. Box
88535,El Paso,El Paso,P.O. Box
88536,El Paso,El Paso,P.O. Box
88538,El Paso,El Paso,P.O. Box
88539,El Paso,El Paso,P.O. Box
88540,El Paso,El Paso,P.O. Box
88541,El Paso,El Paso,P.O. Box
88542,El Paso,El Paso,P.O. Box
88543,El Paso,El Paso,P.O. Box
88544,El Paso,El Paso,P.O. Box
88545,El Paso,El Paso,P.O. Box
88546,El Paso,El Paso,P.O. Box
88547,El Paso,El Paso,P.O. Box
88548,El Paso,El Paso,P.O. Box
88549,El Paso,El Paso,P.O. Box
88550,El Paso,El Paso,P.O. Box
88553,El Paso,El Paso,P.O. Box
88554,El Paso,El Paso,P.O. Box
88555,El Paso,El Paso,P.O. Box
88556,El Paso,El Paso,P.O. Box
88557,El Paso,El Paso,P.O. Box
88558,El Paso,El Paso,P.O. Box
88559,El Paso,El Paso,P.O. Box
88560,El Paso,El Paso,P.O. Box
88561,El Paso,El Paso,P.O. Box
88562,El Paso,El Paso,P.O. Box
88563,El Paso,El Paso,P.O. Box
88565,El Paso,El Paso,P.O. Box
88566,El Paso,El Paso,P.O. Box
88567,El Paso,El Paso,P.O. Box
88568,El Paso,El Paso,P.O. Box
88569,El Paso,El Paso,P.O. Box
88570,El Paso,El Paso,P.O. Box
88571,El Paso,El Paso,P.O. Box
88572,El Paso,El Paso,P.O. Box
88573,El Paso,El Paso,P.O. Box
88574,El Paso,El Paso,P.O. Box
88575,El Paso,El Paso,P.O. Box
88576,El Paso,El Paso,P.O. Box
88577,El Paso,El Paso,P.O. Box
88578,El Paso,El Paso,P.O. Box
88579,El Paso,El Paso,P.O. Box
88580,El Paso,El Paso,P.O. Box
88581,El Paso,El Paso,P.O. Box
88582,El Paso,El Paso,P.O. Box
88583,El Paso,El Paso,P.O. Box
88584,El Paso,El Paso,P.O. Box
88585,El Paso,El Paso,P.O. Box
88586,El Paso,El Paso,P.O. Box
88587,El Paso,El Paso,P.O. Box
88588,El Paso,El Paso,P.O. Box
88589,El Paso,El Paso,P.O. Box
88590,El Paso,El Paso,P.O. Box
88595,El Paso,El Paso,P.O. Box
