Median Age,Population,Household Income,Per Capita Income,Name,Zip_Codes
37.9,1761.0,70000.0,30342.0,ZCTA5 51003,51003
46.3,979.0,52045.0,28103.0,ZCTA5 51004,51004
50.3,1428.0,68011.0,35366.0,ZCTA5 51005,51005
49.9,1018.0,50375.0,27815.0,ZCTA5 51006,51006
43.7,553.0,76875.0,35255.0,ZCTA5 51007,51007
51.8,96.0,56250.0,40953.0,ZCTA5 51008,51008
34.8,164.0,46250.0,24940.0,ZCTA5 51009,51009
56.5,328.0,44375.0,25012.0,ZCTA5 51010,51010
48.5,74.0,-666666666.0,22182.0,ZCTA5 51011,51011
45.5,6355.0,50346.0,29638.0,ZCTA5 51012,51012
49.7,443.0,64342.0,36356.0,ZCTA5 51014,51014
52.1,1334.0,45972.0,24058.0,ZCTA5 51016,51016
35.5,376.0,51370.0,24274.0,ZCTA5 51018,51018
46.9,864.0,56912.0,29825.0,ZCTA5 51019,51019
43.5,613.0,59028.0,26957.0,ZCTA5 51020,51020
41.8,790.0,72656.0,40082.0,ZCTA5 51022,51022
42.4,3050.0,52865.0,24112.0,ZCTA5 51023,51023
49.5,1774.0,71292.0,37036.0,ZCTA5 51024,51024
42.4,1987.0,55755.0,30854.0,ZCTA5 51025,51025
43.2,788.0,61667.0,29287.0,ZCTA5 51026,51026
40.7,1171.0,59583.0,32201.0,ZCTA5 51027,51027
39.7,2186.0,72857.0,30485.0,ZCTA5 51028,51028
51.8,302.0,54395.0,31644.0,ZCTA5 51029,51029
40.5,1681.0,82024.0,33222.0,ZCTA5 51030,51030
38.6,12173.0,59951.0,30487.0,ZCTA5 51031,51031
56.5,254.0,47083.0,30605.0,ZCTA5 51033,51033
51.6,1783.0,45774.0,28349.0,ZCTA5 51034,51034
54.9,1315.0,55990.0,37785.0,ZCTA5 51035,51035
30.1,879.0,72829.0,21914.0,ZCTA5 51036,51036
32.8,481.0,45833.0,20828.0,ZCTA5 51037,51037
47.0,1658.0,59926.0,29792.0,ZCTA5 51038,51038
39.3,2556.0,65486.0,30685.0,ZCTA5 51039,51039
44.6,3506.0,36806.0,25711.0,ZCTA5 51040,51040
31.6,7414.0,74375.0,26674.0,ZCTA5 51041,51041
64.6,227.0,37371.0,23943.0,ZCTA5 51044,51044
50.4,1657.0,64830.0,31354.0,ZCTA5 51046,51046
55.6,703.0,50000.0,30925.0,ZCTA5 51047,51047
37.0,609.0,40417.0,30245.0,ZCTA5 51048,51048
43.4,463.0,43750.0,22998.0,ZCTA5 51049,51049
42.2,2643.0,60042.0,29103.0,ZCTA5 51050,51050
45.1,112.0,33750.0,15813.0,ZCTA5 51051,51051
49.0,828.0,61645.0,31395.0,ZCTA5 51052,51052
45.8,947.0,53452.0,26939.0,ZCTA5 51053,51053
36.2,5542.0,73911.0,29294.0,ZCTA5 51054,51054
43.0,1665.0,63393.0,31214.0,ZCTA5 51055,51055
53.8,321.0,46250.0,34731.0,ZCTA5 51056,51056
43.3,911.0,56136.0,30394.0,ZCTA5 51058,51058
47.0,581.0,42000.0,28094.0,ZCTA5 51060,51060
39.3,697.0,58676.0,23940.0,ZCTA5 51061,51061
44.0,523.0,44837.0,25820.0,ZCTA5 51062,51062
36.8,1198.0,50667.0,27599.0,ZCTA5 51063,51063
32.4,868.0,17649.0,12075.0,ZCTA5 51101,51101
33.6,17547.0,38181.0,17523.0,ZCTA5 51103,51103
32.5,22549.0,59096.0,28443.0,ZCTA5 51104,51104
32.2,9652.0,33390.0,16119.0,ZCTA5 51105,51105
35.6,26893.0,54415.0,29875.0,ZCTA5 51106,51106
40.5,5700.0,61353.0,29526.0,ZCTA5 51108,51108
44.1,3027.0,47234.0,24518.0,ZCTA5 51109,51109
6.9,147.0,56318.0,21656.0,ZCTA5 51111,51111
40.2,5948.0,53889.0,30945.0,ZCTA5 51201,51201
36.8,260.0,60833.0,25855.0,ZCTA5 51230,51230
36.7,382.0,63221.0,51022.0,ZCTA5 51231,51231
46.8,666.0,40208.0,25313.0,ZCTA5 51232,51232
37.8,1239.0,56360.0,25707.0,ZCTA5 51234,51234
38.1,1355.0,77042.0,30923.0,ZCTA5 51235,51235
46.2,1659.0,58304.0,28814.0,ZCTA5 51237,51237
32.7,1037.0,60956.0,26748.0,ZCTA5 51238,51238
32.2,3162.0,61905.0,25695.0,ZCTA5 51239,51239
29.6,2337.0,65893.0,24512.0,ZCTA5 51240,51240
39.8,1716.0,64375.0,32396.0,ZCTA5 51241,51241
35.5,241.0,73750.0,36303.0,ZCTA5 51242,51242
39.8,891.0,61681.0,26956.0,ZCTA5 51243,51243
54.0,70.0,68750.0,35401.0,ZCTA5 51244,51244
44.3,1240.0,55000.0,29752.0,ZCTA5 51245,51245
39.0,3316.0,57462.0,28318.0,ZCTA5 51246,51246
32.6,5182.0,63848.0,31138.0,ZCTA5 51247,51247
49.3,1878.0,63684.0,33970.0,ZCTA5 51248,51248
48.1,3269.0,49645.0,26935.0,ZCTA5 51249,51249
30.6,8532.0,75647.0,27103.0,ZCTA5 51250,51250
40.9,12497.0,46615.0,27888.0,ZCTA5 51301,51301
48.3,1090.0,41989.0,32941.0,ZCTA5 51331,51331
45.5,489.0,54167.0,27764.0,ZCTA5 51333,51333
40.8,7000.0,50833.0,30999.0,ZCTA5 51334,51334
39.7,1024.0,57115.0,28968.0,ZCTA5 51338,51338
59.3,34.0,-666666666.0,22118.0,ZCTA5 51341,51341
39.6,1219.0,48793.0,23817.0,ZCTA5 51342,51342
32.6,327.0,-666666666.0,29867.0,ZCTA5 51343,51343
42.0,454.0,63438.0,28806.0,ZCTA5 51345,51345
47.0,2310.0,47065.0,27503.0,ZCTA5 51346,51346
41.2,1432.0,72083.0,33784.0,ZCTA5 51347,51347
31.2,729.0,65750.0,21588.0,ZCTA5 51350,51350
41.9,4562.0,60117.0,33388.0,ZCTA5 51351,51351
46.9,928.0,45833.0,28180.0,ZCTA5 51354,51354
53.8,931.0,59667.0,45471.0,ZCTA5 51355,51355
39.4,627.0,60625.0,26172.0,ZCTA5 51357,51357
44.9,1125.0,49875.0,24416.0,ZCTA5 51358,51358
51.9,8133.0,61947.0,39452.0,ZCTA5 51360,51360
27.7,198.0,39688.0,17173.0,ZCTA5 51363,51363
38.8,743.0,59569.0,29540.0,ZCTA5 51364,51364
34.9,391.0,51500.0,26068.0,ZCTA5 51365,51365
54.4,377.0,46953.0,30016.0,ZCTA5 51366,51366
42.2,11971.0,49688.0,28717.0,ZCTA5 51401,51401
40.9,843.0,59405.0,26716.0,ZCTA5 51430,51430
46.6,439.0,53750.0,26151.0,ZCTA5 51431,51431
45.9,450.0,45000.0,28799.0,ZCTA5 51433,51433
35.7,756.0,49688.0,26052.0,ZCTA5 51436,51436
39.4,1109.0,49148.0,22186.0,ZCTA5 51439,51439
38.8,353.0,53438.0,25218.0,ZCTA5 51440,51440
55.5,393.0,35119.0,20216.0,ZCTA5 51441,51441
33.6,9922.0,50641.0,27244.0,ZCTA5 51442,51442
36.6,1802.0,69179.0,30164.0,ZCTA5 51443,51443
30.0,274.0,61875.0,23196.0,ZCTA5 51444,51444
47.3,2788.0,47619.0,33833.0,ZCTA5 51445,51445
41.6,586.0,45833.0,22792.0,ZCTA5 51446,51446
62.0,230.0,75909.0,34413.0,ZCTA5 51447,51447
42.4,462.0,38587.0,24905.0,ZCTA5 51448,51448
49.4,2155.0,44577.0,26086.0,ZCTA5 51449,51449
55.4,1436.0,58264.0,35515.0,ZCTA5 51450,51450
55.5,124.0,37344.0,28493.0,ZCTA5 51451,51451
37.7,651.0,53571.0,26732.0,ZCTA5 51453,51453
38.6,1541.0,46917.0,26018.0,ZCTA5 51454,51454
44.7,2419.0,55694.0,36975.0,ZCTA5 51455,51455
41.5,1503.0,51518.0,29654.0,ZCTA5 51458,51458
41.5,66.0,-666666666.0,21455.0,ZCTA5 51459,51459
41.8,1064.0,58984.0,28985.0,ZCTA5 51461,51461
39.6,1044.0,48750.0,26687.0,ZCTA5 51462,51462
39.8,500.0,73000.0,37891.0,ZCTA5 51463,51463
41.1,812.0,55417.0,26785.0,ZCTA5 51465,51465
42.0,1050.0,56458.0,25394.0,ZCTA5 51466,51466
48.2,640.0,56000.0,32037.0,ZCTA5 51467,51467
35.2,35110.0,46106.0,22113.0,ZCTA5 51501,51501
42.3,37194.0,64628.0,32713.0,ZCTA5 51503,51503
39.5,3781.0,62966.0,29837.0,ZCTA5 51510,51510
54.3,196.0,56250.0,25971.0,ZCTA5 51520,51520
38.9,1956.0,61023.0,36311.0,ZCTA5 51521,51521
46.1,375.0,46375.0,28481.0,ZCTA5 51523,51523
44.6,1147.0,59034.0,32069.0,ZCTA5 51525,51525
48.4,1532.0,79625.0,36260.0,ZCTA5 51526,51526
49.4,506.0,56000.0,25331.0,ZCTA5 51527,51527
51.9,746.0,41875.0,23958.0,ZCTA5 51528,51528
41.6,1721.0,55833.0,28071.0,ZCTA5 51529,51529
47.9,786.0,52230.0,31819.0,ZCTA5 51530,51530
56.6,694.0,61932.0,33348.0,ZCTA5 51531,51531
30.8,716.0,53472.0,22787.0,ZCTA5 51532,51532
49.0,886.0,53155.0,25569.0,ZCTA5 51533,51533
40.3,9218.0,71911.0,30616.0,ZCTA5 51534,51534
35.9,2087.0,52788.0,22782.0,ZCTA5 51535,51535
54.7,400.0,60278.0,34150.0,ZCTA5 51536,51536
47.2,6389.0,56094.0,30782.0,ZCTA5 51537,51537
44.8,375.0,51957.0,24534.0,ZCTA5 51540,51540
46.0,332.0,67500.0,28124.0,ZCTA5 51541,51541
44.2,1087.0,101438.0,43966.0,ZCTA5 51542,51542
52.4,531.0,51250.0,25280.0,ZCTA5 51543,51543
51.6,695.0,58056.0,28421.0,ZCTA5 51544,51544
51.5,315.0,20000.0,16828.0,ZCTA5 51545,51545
40.6,2854.0,63929.0,30547.0,ZCTA5 51546,51546
42.3,383.0,75357.0,30989.0,ZCTA5 51548,51548
41.5,482.0,63875.0,38059.0,ZCTA5 51549,51549
48.0,138.0,60250.0,29576.0,ZCTA5 51550,51550
41.5,1819.0,84583.0,40419.0,ZCTA5 51551,51551
53.1,294.0,62386.0,44213.0,ZCTA5 51552,51552
45.6,971.0,66786.0,35661.0,ZCTA5 51553,51553
57.8,178.0,63611.0,31754.0,ZCTA5 51554,51554
45.6,4880.0,57589.0,31482.0,ZCTA5 51555,51555
42.1,428.0,53958.0,23189.0,ZCTA5 51556,51556
56.7,737.0,65000.0,36258.0,ZCTA5 51557,51557
56.4,372.0,36458.0,29362.0,ZCTA5 51558,51558
37.8,1744.0,58661.0,29985.0,ZCTA5 51559,51559
36.9,2315.0,71078.0,32981.0,ZCTA5 51560,51560
46.0,1502.0,51875.0,27873.0,ZCTA5 51561,51561
38.4,473.0,61250.0,25552.0,ZCTA5 51562,51562
48.4,658.0,49375.0,29424.0,ZCTA5 51563,51563
53.2,411.0,43167.0,23648.0,ZCTA5 51564,51564
49.4,527.0,50469.0,27329.0,ZCTA5 51565,51565
44.7,6511.0,39365.0,23493.0,ZCTA5 51566,51566
40.4,1057.0,51923.0,29230.0,ZCTA5 51570,51570
45.4,529.0,76161.0,38488.0,ZCTA5 51571,51571
40.0,508.0,41458.0,20321.0,ZCTA5 51572,51572
51.8,1088.0,71406.0,35020.0,ZCTA5 51573,51573
41.6,1447.0,74792.0,38327.0,ZCTA5 51575,51575
39.7,2129.0,104333.0,39854.0,ZCTA5 51576,51576
51.8,1087.0,53967.0,34230.0,ZCTA5 51577,51577
52.5,58.0,42083.0,29040.0,ZCTA5 51578,51578
37.9,2407.0,62568.0,29582.0,ZCTA5 51579,51579
45.8,5766.0,42798.0,25180.0,ZCTA5 51601,51601
37.2,237.0,54833.0,22635.0,ZCTA5 51630,51630
50.5,265.0,54625.0,49918.0,ZCTA5 51631,51631
41.5,7051.0,46694.0,24136.0,ZCTA5 51632,51632
50.5,437.0,57750.0,25444.0,ZCTA5 51636,51636
39.3,230.0,33333.0,15532.0,ZCTA5 51637,51637
50.4,1273.0,51938.0,31449.0,ZCTA5 51638,51638
53.5,711.0,53750.0,38879.0,ZCTA5 51639,51639
44.9,1512.0,41563.0,26295.0,ZCTA5 51640,51640
37.7,285.0,101250.0,37966.0,ZCTA5 51645,51645
48.3,714.0,55046.0,28494.0,ZCTA5 51646,51646
62.5,92.0,43250.0,32697.0,ZCTA5 51647,51647
60.1,198.0,74107.0,36829.0,ZCTA5 51648,51648
49.0,274.0,64219.0,30272.0,ZCTA5 51649,51649
38.8,352.0,56875.0,39450.0,ZCTA5 51650,51650
45.3,1626.0,57599.0,28217.0,ZCTA5 51652,51652
43.0,1553.0,65195.0,27239.0,ZCTA5 51653,51653
42.8,507.0,67938.0,28895.0,ZCTA5 51654,51654
50.5,60.0,39500.0,17428.0,ZCTA5 51656,51656
35.5,43525.0,47404.0,24973.0,ZCTA5 52001,52001
38.4,16452.0,71742.0,35042.0,ZCTA5 52002,52002
44.0,13497.0,69902.0,37614.0,ZCTA5 52003,52003
29.8,463.0,48083.0,19888.0,ZCTA5 52030,52030
45.0,5244.0,58347.0,31913.0,ZCTA5 52031,52031
41.7,1405.0,82500.0,37149.0,ZCTA5 52032,52032
44.1,3077.0,60638.0,28944.0,ZCTA5 52033,52033
41.7,1121.0,62750.0,26631.0,ZCTA5 52035,52035
48.6,1090.0,55893.0,32825.0,ZCTA5 52037,52037
34.5,562.0,69688.0,35224.0,ZCTA5 52038,52038
40.3,1073.0,88068.0,36116.0,ZCTA5 52039,52039
40.8,5606.0,62750.0,28359.0,ZCTA5 52040,52040
37.5,1890.0,62738.0,25356.0,ZCTA5 52041,52041
41.6,1526.0,49495.0,26197.0,ZCTA5 52042,52042
52.3,2204.0,54444.0,29020.0,ZCTA5 52043,52043
24.8,119.0,62656.0,21818.0,ZCTA5 52044,52044
37.7,2420.0,66250.0,26608.0,ZCTA5 52045,52045
33.8,2410.0,68963.0,27666.0,ZCTA5 52046,52046
48.0,645.0,53355.0,29413.0,ZCTA5 52047,52047
41.0,484.0,49219.0,21389.0,ZCTA5 52048,52048
45.2,1496.0,56705.0,27925.0,ZCTA5 52049,52049
36.7,635.0,64375.0,28010.0,ZCTA5 52050,52050
52.1,2880.0,42941.0,26877.0,ZCTA5 52052,52052
45.4,1046.0,69500.0,28280.0,ZCTA5 52053,52053
45.7,920.0,78750.0,31538.0,ZCTA5 52054,52054
45.7,7694.0,58949.0,34705.0,ZCTA5 52057,52057
42.9,8467.0,46917.0,25119.0,ZCTA5 52060,52060
40.7,936.0,60469.0,32858.0,ZCTA5 52064,52064
47.5,1050.0,49509.0,28552.0,ZCTA5 52065,52065
57.0,72.0,30625.0,21089.0,ZCTA5 52066,52066
38.7,4454.0,91534.0,42951.0,ZCTA5 52068,52068
39.6,1568.0,53167.0,24911.0,ZCTA5 52069,52069
56.0,769.0,52609.0,28915.0,ZCTA5 52070,52070
26.0,306.0,60375.0,26176.0,ZCTA5 52072,52072
47.7,1343.0,83750.0,34304.0,ZCTA5 52073,52073
45.7,359.0,27434.0,17957.0,ZCTA5 52074,52074
44.6,2428.0,50174.0,26952.0,ZCTA5 52076,52076
53.1,354.0,62656.0,28461.0,ZCTA5 52077,52077
48.6,677.0,67292.0,29466.0,ZCTA5 52078,52078
44.5,994.0,53095.0,29103.0,ZCTA5 52079,52079
38.3,13467.0,63306.0,28257.0,ZCTA5 52101,52101
38.1,1897.0,53667.0,30445.0,ZCTA5 52132,52132
49.3,642.0,63333.0,28344.0,ZCTA5 52133,52133
38.3,376.0,40781.0,25221.0,ZCTA5 52134,52134
52.6,707.0,41875.0,24021.0,ZCTA5 52135,52135
42.5,5886.0,51608.0,27418.0,ZCTA5 52136,52136
48.8,603.0,43200.0,28140.0,ZCTA5 52140,52140
40.1,1555.0,55789.0,27052.0,ZCTA5 52141,52141
34.3,1668.0,42750.0,25237.0,ZCTA5 52142,52142
42.8,1393.0,58438.0,28152.0,ZCTA5 52144,52144
62.0,927.0,50114.0,30773.0,ZCTA5 52146,52146
42.2,1205.0,62667.0,27236.0,ZCTA5 52147,52147
52.8,1744.0,50313.0,28075.0,ZCTA5 52151,52151
49.4,862.0,53514.0,37003.0,ZCTA5 52154,52154
49.1,1232.0,48750.0,28064.0,ZCTA5 52155,52155
43.2,644.0,50625.0,37760.0,ZCTA5 52156,52156
48.2,1814.0,42216.0,30166.0,ZCTA5 52157,52157
53.3,234.0,38750.0,22956.0,ZCTA5 52158,52158
44.6,2253.0,53558.0,30237.0,ZCTA5 52159,52159
42.1,1028.0,46875.0,24642.0,ZCTA5 52160,52160
47.2,1589.0,60875.0,34447.0,ZCTA5 52161,52161
33.0,3529.0,41116.0,20174.0,ZCTA5 52162,52162
49.3,260.0,45750.0,27878.0,ZCTA5 52163,52163
45.8,265.0,56250.0,32154.0,ZCTA5 52164,52164
50.5,693.0,57115.0,28656.0,ZCTA5 52165,52165
49.6,115.0,50000.0,26443.0,ZCTA5 52166,52166
39.6,266.0,41042.0,22658.0,ZCTA5 52168,52168
49.8,368.0,66250.0,31671.0,ZCTA5 52169,52169
47.9,470.0,59375.0,35890.0,ZCTA5 52170,52170
42.7,886.0,61534.0,29936.0,ZCTA5 52171,52171
44.1,5901.0,49228.0,29323.0,ZCTA5 52172,52172
42.6,3604.0,49250.0,27759.0,ZCTA5 52175,52175
43.0,1484.0,77344.0,28623.0,ZCTA5 52201,52201
44.1,986.0,80972.0,31177.0,ZCTA5 52202,52202
45.4,1957.0,68958.0,39205.0,ZCTA5 52203,52203
44.5,8902.0,53500.0,24739.0,ZCTA5 52205,52205
32.9,2500.0,89554.0,44449.0,ZCTA5 52206,52206
41.1,417.0,52212.0,38197.0,ZCTA5 52207,52207
44.1,3133.0,46740.0,26186.0,ZCTA5 52208,52208
31.9,1213.0,70938.0,25355.0,ZCTA5 52209,52209
35.7,692.0,56250.0,40893.0,ZCTA5 52210,52210
42.7,2371.0,58235.0,30717.0,ZCTA5 52211,52211
57.0,160.0,-666666666.0,28434.0,ZCTA5 52212,52212
38.4,4074.0,80110.0,31253.0,ZCTA5 52213,52213
39.8,3842.0,72557.0,32464.0,ZCTA5 52214,52214
42.4,692.0,55795.0,25762.0,ZCTA5 52215,52215
48.4,1378.0,56314.0,31559.0,ZCTA5 52216,52216
41.4,546.0,61250.0,27712.0,ZCTA5 52217,52217
43.4,1667.0,63670.0,27218.0,ZCTA5 52218,52218
50.8,171.0,51875.0,27626.0,ZCTA5 52219,52219
50.9,293.0,64712.0,36765.0,ZCTA5 52220,52220
45.8,240.0,49375.0,25615.0,ZCTA5 52221,52221
54.5,507.0,44167.0,27429.0,ZCTA5 52222,52222
43.3,1318.0,56250.0,25847.0,ZCTA5 52223,52223
47.1,1919.0,70172.0,32575.0,ZCTA5 52224,52224
56.5,315.0,45865.0,23809.0,ZCTA5 52225,52225
39.0,3174.0,94408.0,37194.0,ZCTA5 52227,52227
37.6,3324.0,90707.0,36841.0,ZCTA5 52228,52228
37.8,839.0,67375.0,31843.0,ZCTA5 52229,52229
56.4,189.0,61429.0,32871.0,ZCTA5 52231,52231
32.8,202.0,53958.0,24248.0,ZCTA5 52232,52232
33.1,7131.0,43224.0,25523.0,ZCTA5 52233,52233
48.1,656.0,50000.0,29636.0,ZCTA5 52235,52235
36.4,809.0,80625.0,25056.0,ZCTA5 52236,52236
41.3,1478.0,66103.0,31568.0,ZCTA5 52237,52237
28.4,34288.0,42741.0,28734.0,ZCTA5 52240,52240
32.2,20282.0,58402.0,33299.0,ZCTA5 52241,52241
19.0,1654.0,-666666666.0,3527.0,ZCTA5 52242,52242
25.6,24694.0,64577.0,31870.0,ZCTA5 52245,52245
28.6,22901.0,46644.0,34450.0,ZCTA5 52246,52246
35.0,5863.0,61042.0,26438.0,ZCTA5 52247,52247
35.7,1939.0,52778.0,30653.0,ZCTA5 52248,52248
50.3,1005.0,62969.0,40696.0,ZCTA5 52249,52249
41.6,609.0,69219.0,39506.0,ZCTA5 52251,52251
40.2,3258.0,62782.0,30626.0,ZCTA5 52253,52253
51.8,818.0,52727.0,24989.0,ZCTA5 52254,52254
39.5,1427.0,58125.0,25454.0,ZCTA5 52255,52255
56.5,279.0,76691.0,35597.0,ZCTA5 52257,52257
42.4,3629.0,49375.0,27992.0,ZCTA5 52301,52301
39.0,39751.0,70604.0,33860.0,ZCTA5 52302,52302
36.8,542.0,68125.0,31390.0,ZCTA5 52305,52305
38.4,1733.0,60872.0,29760.0,ZCTA5 52306,52306
32.8,161.0,-666666666.0,26723.0,ZCTA5 52307,52307
51.3,165.0,60417.0,29181.0,ZCTA5 52308,52308
47.6,383.0,49531.0,27386.0,ZCTA5 52309,52309
42.2,6509.0,61205.0,35180.0,ZCTA5 52310,52310
48.7,93.0,31875.0,17976.0,ZCTA5 52312,52312
54.8,353.0,59792.0,24848.0,ZCTA5 52313,52313
23.1,6075.0,78894.0,24154.0,ZCTA5 52314,52314
42.4,1255.0,60735.0,29846.0,ZCTA5 52315,52315
41.8,1808.0,60795.0,30585.0,ZCTA5 52316,52316
31.1,19250.0,81259.0,37309.0,ZCTA5 52317,52317
46.7,839.0,49375.0,30709.0,ZCTA5 52318,52318
38.2,1156.0,49375.0,23901.0,ZCTA5 52320,52320
49.5,435.0,54583.0,23618.0,ZCTA5 52321,52321
39.8,2777.0,76283.0,32490.0,ZCTA5 52322,52322
48.1,909.0,54750.0,30846.0,ZCTA5 52323,52323
38.1,1860.0,83750.0,33573.0,ZCTA5 52324,52324
48.8,902.0,68021.0,33459.0,ZCTA5 52325,52325
43.0,488.0,47639.0,24514.0,ZCTA5 52326,52326
39.9,3077.0,81518.0,32802.0,ZCTA5 52327,52327
45.6,2801.0,120875.0,56416.0,ZCTA5 52328,52328
47.6,901.0,65455.0,37046.0,ZCTA5 52329,52329
50.6,767.0,61875.0,29229.0,ZCTA5 52330,52330
44.7,2072.0,56810.0,26915.0,ZCTA5 52332,52332
43.5,6604.0,100181.0,46421.0,ZCTA5 52333,52333
49.5,160.0,64875.0,24270.0,ZCTA5 52334,52334
52.5,644.0,40405.0,26329.0,ZCTA5 52335,52335
46.3,2367.0,63611.0,30530.0,ZCTA5 52336,52336
42.2,618.0,52750.0,26773.0,ZCTA5 52337,52337
41.3,3588.0,99444.0,43802.0,ZCTA5 52338,52338
36.0,4400.0,51083.0,20224.0,ZCTA5 52339,52339
32.1,2877.0,67500.0,31736.0,ZCTA5 52340,52340
61.0,967.0,92206.0,40642.0,ZCTA5 52341,52341
43.1,3251.0,50518.0,24847.0,ZCTA5 52342,52342
35.1,1480.0,80583.0,31577.0,ZCTA5 52345,52345
32.7,1212.0,59500.0,27576.0,ZCTA5 52346,52346
44.6,1452.0,57857.0,28811.0,ZCTA5 52347,52347
46.0,66.0,53750.0,29571.0,ZCTA5 52348,52348
44.9,7451.0,52414.0,32265.0,ZCTA5 52349,52349
38.6,1377.0,104643.0,41454.0,ZCTA5 52351,52351
45.4,1747.0,70673.0,30740.0,ZCTA5 52352,52352
42.5,9284.0,51678.0,27840.0,ZCTA5 52353,52353
56.1,336.0,71058.0,40209.0,ZCTA5 52354,52354
41.8,299.0,52250.0,24930.0,ZCTA5 52355,52355
39.3,2636.0,65465.0,28977.0,ZCTA5 52356,52356
48.8,3519.0,67222.0,35163.0,ZCTA5 52358,52358
40.6,213.0,39427.0,21485.0,ZCTA5 52359,52359
39.0,4440.0,49574.0,26501.0,ZCTA5 52361,52361
42.6,902.0,55000.0,24895.0,ZCTA5 52362,52362
33.3,2146.0,31226.0,26415.0,ZCTA5 52401,52401
34.8,42068.0,62216.0,33406.0,ZCTA5 52402,52402
43.5,22538.0,60945.0,37319.0,ZCTA5 52403,52403
34.4,38796.0,51143.0,27280.0,ZCTA5 52404,52404
37.4,25074.0,58264.0,30046.0,ZCTA5 52405,52405
44.6,7646.0,122258.0,53440.0,ZCTA5 52411,52411
38.6,29662.0,42119.0,22982.0,ZCTA5 52501,52501
47.8,1017.0,50536.0,26540.0,ZCTA5 52530,52530
41.4,5984.0,48949.0,26076.0,ZCTA5 52531,52531
40.4,1651.0,52026.0,22749.0,ZCTA5 52533,52533
48.0,288.0,37692.0,18770.0,ZCTA5 52534,52534
44.9,1081.0,48194.0,22272.0,ZCTA5 52535,52535
46.8,1058.0,50625.0,27644.0,ZCTA5 52536,52536
37.9,7281.0,52604.0,25659.0,ZCTA5 52537,52537
42.8,1200.0,50574.0,25891.0,ZCTA5 52540,52540
39.5,445.0,41146.0,28100.0,ZCTA5 52542,52542
31.4,373.0,90761.0,24094.0,ZCTA5 52543,52543
44.7,7235.0,36281.0,27592.0,ZCTA5 52544,52544
33.8,101.0,37500.0,22807.0,ZCTA5 52548,52548
35.0,846.0,41875.0,19193.0,ZCTA5 52549,52549
32.9,402.0,33529.0,20778.0,ZCTA5 52550,52550
50.9,444.0,61964.0,36494.0,ZCTA5 52551,52551
36.1,862.0,74063.0,25191.0,ZCTA5 52552,52552
41.8,2063.0,54000.0,22930.0,ZCTA5 52553,52553
43.6,1293.0,43704.0,22598.0,ZCTA5 52554,52554
49.9,362.0,53203.0,22795.0,ZCTA5 52555,52555
40.4,13496.0,42064.0,26802.0,ZCTA5 52556,52556
38.4,70.0,-666666666.0,,ZCTA5 52557,52557
42.7,457.0,-666666666.0,22929.0,ZCTA5 52560,52560
34.8,929.0,49792.0,21785.0,ZCTA5 52561,52561
42.3,1460.0,63040.0,29317.0,ZCTA5 52563,52563
49.4,1833.0,45952.0,25226.0,ZCTA5 52565,52565
50.0,177.0,53125.0,22056.0,ZCTA5 52566,52566
55.1,749.0,57375.0,33856.0,ZCTA5 52567,52567
54.4,618.0,42417.0,28579.0,ZCTA5 52569,52569
34.2,974.0,47426.0,18237.0,ZCTA5 52570,52570
44.1,1594.0,46150.0,24869.0,ZCTA5 52571,52571
34.8,1182.0,36094.0,19210.0,ZCTA5 52572,52572
36.5,172.0,106818.0,71580.0,ZCTA5 52573,52573
44.7,817.0,39750.0,23763.0,ZCTA5 52574,52574
56.9,511.0,31979.0,25461.0,ZCTA5 52576,52576
39.1,15335.0,48228.0,26316.0,ZCTA5 52577,52577
38.1,559.0,53705.0,24890.0,ZCTA5 52580,52580
61.0,277.0,43125.0,22474.0,ZCTA5 52581,52581
54.7,244.0,26500.0,20707.0,ZCTA5 52583,52583
29.3,425.0,53438.0,28601.0,ZCTA5 52584,52584
46.2,1007.0,60750.0,29772.0,ZCTA5 52585,52585
58.0,369.0,47906.0,29376.0,ZCTA5 52586,52586
-666666666.0,0.0,-666666666.0,-666666666.0,ZCTA5 52588,52588
33.8,1170.0,36750.0,17380.0,ZCTA5 52590,52590
44.3,3204.0,51750.0,28168.0,ZCTA5 52591,52591
52.3,156.0,70179.0,26686.0,ZCTA5 52593,52593
49.2,298.0,53214.0,29567.0,ZCTA5 52594,52594
25.5,441.0,37857.0,14401.0,ZCTA5 52595,52595
43.0,29175.0,45589.0,27715.0,ZCTA5 52601,52601
37.7,610.0,60625.0,23332.0,ZCTA5 52619,52619
41.3,891.0,49688.0,20798.0,ZCTA5 52620,52620
54.1,618.0,56083.0,30914.0,ZCTA5 52621,52621
37.7,2103.0,54191.0,24301.0,ZCTA5 52623,52623
35.1,252.0,40147.0,26324.0,ZCTA5 52624,52624
42.8,2658.0,54324.0,26047.0,ZCTA5 52625,52625
43.3,1340.0,38971.0,20906.0,ZCTA5 52626,52626
44.0,12810.0,47363.0,24479.0,ZCTA5 52627,52627
47.7,428.0,45250.0,27676.0,ZCTA5 52630,52630
40.2,12800.0,40899.0,21394.0,ZCTA5 52632,52632
49.1,766.0,40400.0,30426.0,ZCTA5 52635,52635
36.3,2541.0,61620.0,26240.0,ZCTA5 52637,52637
38.9,581.0,62609.0,23725.0,ZCTA5 52638,52638
47.1,2056.0,60222.0,25207.0,ZCTA5 52639,52639
